source_artifact,object_type,object_id,issue_type,issue_key,accounting_status,next_action,source_mod,source_file
benefit_taxonomy,starbase_module,arkship_system_scanner,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\starbase_modules\00_arkship_spinal_modules.txt
benefit_taxonomy,starbase_building,arkship_trade_hub,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\starbase_buildings\00_arkship_colony_buildings.txt
benefit_taxonomy,starbase_building,arkship_trade_hub,benefit_formula_status,trade_policy_value,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\starbase_buildings\00_arkship_colony_buildings.txt
benefit_taxonomy,starbase_building,artifact_silo,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,NSC3,common\starbase_buildings\nsc_starbase_buildings.txt
benefit_taxonomy,starbase_module,beastport,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\starbase_modules\00_starbase_modules.txt
benefit_taxonomy,building,building_adakkaria_patriotic_institute,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\19_cosmic_storm_buildings.txt
benefit_taxonomy,building,building_amphitheater_of_the_mind,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
benefit_taxonomy,building,building_amusement_megaplex,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_ancient_cryo_chamber,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_ancient_ward_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
benefit_taxonomy,building,building_archaeostudies_faculty,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellar AI Director,common\buildings\zzzz_staid_06_research_infrastructure_buildings.txt
benefit_taxonomy,building,building_artist_patron,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\12_event_buildings.txt
benefit_taxonomy,building,building_astral_siphon_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt
benefit_taxonomy,building,building_astral_siphon_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt
benefit_taxonomy,building,building_astral_siphon_3,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\18_astral_planes_buildings.txt
benefit_taxonomy,building,building_battlement_of_steel,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
benefit_taxonomy,building,building_beetle_sensor,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
benefit_taxonomy,building,building_beetle_sensor_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
benefit_taxonomy,building,building_bio_reprocessing_facilities,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_chamber_of_silence,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
benefit_taxonomy,building,building_clone_army_clone_vat,benefit_formula_status,defense_armies,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt
benefit_taxonomy,building,building_clone_army_clone_vat,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\01_pop_assembly_buildings.txt
benefit_taxonomy,building,building_commercial_forum,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_composer_sanctum,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\12_event_buildings.txt
benefit_taxonomy,building,building_consciousness_amplifier,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
benefit_taxonomy,building,building_contained_ecosphere,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\17_paragon_buildings.txt
benefit_taxonomy,building,building_corporate_clinics,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_corporate_embassy,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_cradle_sanctum,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
benefit_taxonomy,building,building_disinformation_center,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_eater_sanctum,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\12_event_buildings.txt
benefit_taxonomy,building,building_embassy,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\02_government_buildings.txt
benefit_taxonomy,building,building_empyrean_shrine,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_executive_retreat,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_fe_clinic_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_fe_clinic_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_fe_market_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_fe_security_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_fe_silo_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_fe_silo_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_food_conglomerate,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_forever_cruise_passenger_consumer_goods,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\24_nomads_buildings.txt
benefit_taxonomy,building,building_forever_cruise_passenger_unity,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\24_nomads_buildings.txt
benefit_taxonomy,building,building_forge_of_the_fellowship,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
benefit_taxonomy,building,building_frameworld_branch_office_outpost,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_frameworld_buildings.txt
benefit_taxonomy,building,building_gaia_unity_admin,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt
benefit_taxonomy,building,building_gaia_unity_hive,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt
benefit_taxonomy,building,building_gaia_unity_robot,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt
benefit_taxonomy,building,building_gaia_unity_servitor,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt
benefit_taxonomy,building,building_gaia_unity_temple,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellar AI Director,common\buildings\zzzz_staid_12_planetary_diversity_buildings.txt
benefit_taxonomy,building,building_galactic_stock_exchange,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\06_trade_buildings.txt
benefit_taxonomy,building,building_giga_aeternum_megacity_megaconstruction,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
benefit_taxonomy,building,building_giga_aeternum_megacity_military,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
benefit_taxonomy,building,building_giga_aeternum_megacity_unity,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
benefit_taxonomy,building,building_giga_aeternum_megacity_unity,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
benefit_taxonomy,building,building_giga_aeternum_psi_halls,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
benefit_taxonomy,building,building_giga_aeternum_ruler_computer,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_aeternum_buildings.txt
benefit_taxonomy,building,building_giga_blokkat_blokkwork_node,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt
benefit_taxonomy,building,building_giga_blokkat_energy_capacitor,benefit_formula_status,direct_resource_support,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt
benefit_taxonomy,building,building_giga_blokkat_energy_capacitor,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt
benefit_taxonomy,building,building_giga_blokkat_hyperdimensional_research,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_blokkat_buildings.txt
benefit_taxonomy,building,building_giga_catalyst_crafter,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_catalyst_buildings.txt
benefit_taxonomy,building,building_giga_catalyst_spaceport,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_catalyst_buildings.txt
benefit_taxonomy,building,building_giga_catalyst_vault,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_catalyst_buildings.txt
benefit_taxonomy,building,building_giga_energy_nexus_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
benefit_taxonomy,building,building_giga_institute_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
benefit_taxonomy,building,building_giga_matrioshka_brain_uplink,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
benefit_taxonomy,building,building_giga_matrioshka_brain_uplink_entertainment,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
benefit_taxonomy,building,building_giga_matrioshka_brain_uplink_training,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_matrioshka_brain_uplinks.txt
benefit_taxonomy,building,building_giga_mega_housing,benefit_formula_status,housing,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
benefit_taxonomy,building,building_giga_mega_housing_communal,benefit_formula_status,housing,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
benefit_taxonomy,building,building_giga_mega_housing_hive,benefit_formula_status,housing,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
benefit_taxonomy,building,building_giga_mega_housing_machine,benefit_formula_status,housing,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
benefit_taxonomy,building,building_giga_mega_storage,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_ring_world_buildings.txt
benefit_taxonomy,building,building_giga_megaworkshop_hub,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_amb_buildings.txt
benefit_taxonomy,building,building_giga_supercomputer_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Gigastructural Engineering & More (4.4),common\buildings\giga_buildings.txt
benefit_taxonomy,building,building_grand_embassy,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\02_government_buildings.txt
benefit_taxonomy,building,building_identity_complex,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
benefit_taxonomy,building,building_illicit_research_labs,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_imperial_concession_port,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_industrial_subsidiary,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_instrument_sanctum,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\12_event_buildings.txt
benefit_taxonomy,building,building_knightly_theme_park,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\14_branch_office_buildings.txt
benefit_taxonomy,building,building_koeleothan_effect_platform,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Forgotten Empires 4.4.1,common\buildings\scfe_buildings.txt
benefit_taxonomy,building,building_lathe_cogitator,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
benefit_taxonomy,building,building_lathe_validator,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\20_machine_age_buildings.txt
benefit_taxonomy,building,building_league_offices,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\08_unity_buildings.txt
benefit_taxonomy,building,building_low_tech_admin_hub,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
benefit_taxonomy,building,building_low_tech_capital,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
benefit_taxonomy,building,building_low_tech_farm,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
benefit_taxonomy,building,building_low_tech_power_plant,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
benefit_taxonomy,building,building_low_tech_research_lab,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
benefit_taxonomy,building,building_low_tech_scrap_refinery,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\16_first_contact_buildings.txt
benefit_taxonomy,building,building_master_archive,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\13_fallen_empire_buildings.txt
benefit_taxonomy,building,building_materiality_engine,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,Stellaris vanilla,common\buildings\23_shroud_buildings.txt
benefit_taxonomy,building,building_mem_aevum_archeo_obelisks,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_buildings.txt
benefit_taxonomy,building,building_mem_ancestors_grudge_dranir_spacelife_1,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
benefit_taxonomy,building,building_mem_ancestors_grudge_forge_4,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
benefit_taxonomy,building,building_mem_ancestors_grudge_hoarder_depot,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
benefit_taxonomy,building,building_mem_ancestors_grudge_living_metal_factory,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
benefit_taxonomy,building,building_mem_ancestors_grudge_robot_factory,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_ancestors_grudge_buildings.txt
benefit_taxonomy,building,building_mem_beetle_sensor,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_beetle_sensor_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_consciousness_amplifier,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_koeleothan_effect_platform,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_lost_emperor_ancient_palace,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_lost_emperor_buildings.txt
benefit_taxonomy,building,building_mem_mortis_bio,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_buildings.txt
benefit_taxonomy,building,building_mem_mortis_cyber,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_buildings.txt
benefit_taxonomy,building,building_mem_mortis_psionic,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_buildings.txt
benefit_taxonomy,building,building_mem_mortis_synth,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_buildings.txt
benefit_taxonomy,building,building_mem_pearl_borehole_site,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_pearl_borehole_site_2,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_pearl_borehole_site_3,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_vazuran_core_forge,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_vazuran_buildings.txt
benefit_taxonomy,building,building_mem_woorskyr_barkfarm,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
benefit_taxonomy,building,building_mem_woorskyr_bioenergy_plant,benefit_formula_status,empire_country_modifier,detected_unvalued,Define formula/consumer policy or keep source-backed detected-only status.,More Events Mod,common\buildings\mem_scfe_buildings.txt
